Image ID,Image name,Annotation status,Points,Coral,Other invertebrate,Sand,All other,Other,CCA (crustose coralline algae),Macroalgae,Turf algae
4978836,MBAY_01022025_0199_ (20).JPG,Confirmed,10,0,0,0,0,0,50,20,30
4978837,MBAY_01022025_0199_ (21).JPG,Confirmed,10,0,0,0,0,0,0,10,90
4978838,MBAY_01022025_0199_ (22).JPG,Confirmed,10,0,0,0,0,0,20,40,40
4978839,MBAY_01022025_0199_ (23).JPG,Confirmed,10,0,0,0,0,0,30,0,70
4978840,MBAY_01022025_0199_ (24).JPG,Confirmed,10,0,0,0,0,0,20,20,60
4978841,MBAY_01022025_0199_ (25).JPG,Confirmed,10,0,0,0,0,0,30,0,70
4978842,MBAY_01022025_0199_ (26).JPG,Confirmed,10,0,0,0,0,0,30,0,70
4978818,MBAY_01022025_0199_ (2).JPG,Confirmed,10,30,0,0,0,0,40,10,20
4978819,MBAY_01022025_0199_ (3).JPG,Confirmed,10,20,0,0,0,0,20,20,40
4978820,MBAY_01022025_0199_ (4).JPG,Confirmed,10,0,0,0,10,10,30,30,20
4978821,MBAY_01022025_0199_ (5).JPG,Confirmed,10,10,0,0,0,0,30,20,40
4978822,MBAY_01022025_0199_ (6).JPG,Confirmed,10,10,0,0,0,0,20,10,60
4978823,MBAY_01022025_0199_ (7).JPG,Confirmed,10,0,0,0,10,0,20,30,40
4978824,MBAY_01022025_0199_ (8).JPG,Confirmed,10,0,0,0,0,0,30,10,60
4978825,MBAY_01022025_0199_ (9).JPG,Confirmed,10,10,0,0,0,0,30,10,50
4978748,MBAY_01022025_0236_ (10).JPG,Confirmed,10,0,0,0,0,0,0,20,80
4978749,MBAY_01022025_0236_ (11).JPG,Confirmed,10,0,10,0,0,0,20,0,70
4978750,MBAY_01022025_0236_ (12).JPG,Confirmed,10,0,0,0,0,0,0,10,90
4978751,MBAY_01022025_0236_ (13).JPG,Confirmed,10,0,0,40,0,0,10,10,40
4978752,MBAY_01022025_0236_ (14).JPG,Confirmed,10,0,0,10,0,0,0,0,90
4978753,MBAY_01022025_0236_ (15).JPG,Confirmed,10,0,0,40,0,0,0,0,60
4978754,MBAY_01022025_0236_ (16).JPG,Confirmed,10,0,0,30,0,0,10,0,60
4978755,MBAY_01022025_0236_ (17).JPG,Confirmed,10,10,0,10,0,0,20,0,60
4978756,MBAY_01022025_0236_ (18).JPG,Confirmed,10,10,0,0,0,0,0,0,90
4978757,MBAY_01022025_0236_ (19).JPG,Confirmed,10,20,0,10,0,0,0,0,70
4978739,MBAY_01022025_0236_ (1).JPG,Confirmed,10,10,0,40,0,0,10,0,40
4978758,MBAY_01022025_0236_ (20).JPG,Confirmed,10,0,0,30,0,0,0,10,60
4978759,MBAY_01022025_0236_ (21).JPG,Confirmed,10,10,0,30,0,0,20,0,40
4978760,MBAY_01022025_0236_ (22).JPG,Confirmed,10,0,0,30,0,0,0,0,70
4978761,MBAY_01022025_0236_ (23).JPG,Confirmed,10,0,0,20,0,0,0,10,70
4978762,MBAY_01022025_0236_ (24).JPG,Confirmed,10,0,0,10,0,0,10,20,60
4978763,MBAY_01022025_0236_ (25).JPG,Confirmed,10,0,0,20,0,0,0,10,70
4978764,MBAY_01022025_0236_ (26).JPG,Confirmed,10,0,0,20,0,0,0,10,70
4978740,MBAY_01022025_0236_ (2).JPG,Confirmed,10,0,0,0,0,0,10,0,90
4978741,MBAY_01022025_0236_ (3).JPG,Confirmed,10,0,0,0,0,0,10,0,90
4978742,MBAY_01022025_0236_ (4).JPG,Confirmed,10,0,0,0,0,0,20,10,70
4978743,MBAY_01022025_0236_ (5).JPG,Confirmed,10,0,0,30,0,0,30,0,40
4978744,MBAY_01022025_0236_ (6).JPG,Confirmed,10,0,0,20,0,0,10,0,70
4978745,MBAY_01022025_0236_ (7).JPG,Confirmed,10,0,0,10,0,0,0,0,90
4978746,MBAY_01022025_0236_ (8).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978747,MBAY_01022025_0236_ (9).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978774,MBAY_01022025_0266_ (10).JPG,Confirmed,10,10,0,10,0,0,0,20,60
4978775,MBAY_01022025_0266_ (11).JPG,Confirmed,10,0,0,0,0,0,0,10,90
4978776,MBAY_01022025_0266_ (12).JPG,Confirmed,10,0,0,0,0,0,0,40,60
4978777,MBAY_01022025_0266_ (13).JPG,Confirmed,10,0,0,30,0,0,10,20,40
4978778,MBAY_01022025_0266_ (14).JPG,Confirmed,10,0,0,0,0,0,10,10,80
4978779,MBAY_01022025_0266_ (15).JPG,Confirmed,10,0,0,50,0,0,10,0,40
4978780,MBAY_01022025_0266_ (16).JPG,Confirmed,10,10,0,20,0,0,0,30,40
4978781,MBAY_01022025_0266_ (17).JPG,Confirmed,10,0,10,0,0,0,0,0,90
4978782,MBAY_01022025_0266_ (18).JPG,Confirmed,10,0,0,20,0,0,0,10,70
4978783,MBAY_01022025_0266_ (19).JPG,Confirmed,10,0,0,10,0,0,10,20,60
4978765,MBAY_01022025_0266_ (1).JPG,Confirmed,10,0,0,0,0,0,10,20,70
4978784,MBAY_01022025_0266_ (20).JPG,Confirmed,10,0,10,30,0,0,10,10,40
4978785,MBAY_01022025_0266_ (21).JPG,Confirmed,10,0,0,0,0,0,0,10,90
4978786,MBAY_01022025_0266_ (22).JPG,Confirmed,10,0,0,0,0,10,0,10,80
4978787,MBAY_01022025_0266_ (23).JPG,Confirmed,10,0,0,0,0,0,0,10,90
4978788,MBAY_01022025_0266_ (24).JPG,Confirmed,10,0,0,20,0,0,0,20,60
4978789,MBAY_01022025_0266_ (25).JPG,Confirmed,10,0,0,10,0,0,0,10,80
4978790,MBAY_01022025_0266_ (26).JPG,Confirmed,10,0,0,20,0,0,0,10,70
4978766,MBAY_01022025_0266_ (2).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978767,MBAY_01022025_0266_ (3).JPG,Confirmed,10,10,0,0,0,0,20,20,50
4978768,MBAY_01022025_0266_ (4).JPG,Confirmed,10,0,0,0,0,0,20,0,80
4978769,MBAY_01022025_0266_ (5).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978770,MBAY_01022025_0266_ (6).JPG,Confirmed,10,0,0,10,0,0,10,30,50
4978771,MBAY_01022025_0266_ (7).JPG,Confirmed,10,0,0,10,0,0,0,20,70
4978772,MBAY_01022025_0266_ (8).JPG,Confirmed,10,0,0,30,0,0,0,30,40
4978773,MBAY_01022025_0266_ (9).JPG,Confirmed,10,0,0,10,0,0,10,30,50
4978670,MBAY_01062025_0116_ (10).JPG,Confirmed,10,0,0,0,0,0,30,30,40
4978671,MBAY_01062025_0116_ (11).JPG,Confirmed,10,0,0,0,0,0,0,10,90
4978672,MBAY_01062025_0116_ (12).JPG,Confirmed,10,0,10,0,0,0,0,10,80
4978673,MBAY_01062025_0116_ (13).JPG,Confirmed,10,0,0,10,0,0,10,0,80
4978674,MBAY_01062025_0116_ (14).JPG,Confirmed,10,0,0,0,0,0,10,10,80
4978675,MBAY_01062025_0116_ (15).JPG,Confirmed,10,0,0,0,0,0,10,0,90
4978676,MBAY_01062025_0116_ (16).JPG,Confirmed,10,10,0,0,0,0,10,0,80
4978677,MBAY_01062025_0116_ (17).JPG,Confirmed,10,0,0,0,0,0,10,10,80
4978678,MBAY_01062025_0116_ (18).JPG,Confirmed,10,0,0,0,0,0,10,40,50
4978679,MBAY_01062025_0116_ (19).JPG,Confirmed,10,0,0,0,0,0,10,10,80
4978661,MBAY_01062025_0116_ (1).JPG,Confirmed,10,0,0,40,0,0,10,40,10
4978680,MBAY_01062025_0116_ (20).JPG,Confirmed,10,0,0,0,0,0,0,30,70
4978681,MBAY_01062025_0116_ (21).JPG,Confirmed,10,0,0,0,0,0,10,10,80
4978682,MBAY_01062025_0116_ (22).JPG,Confirmed,10,10,0,0,0,0,30,0,60
4978683,MBAY_01062025_0116_ (23).JPG,Confirmed,10,0,0,0,0,0,0,20,80
4978684,MBAY_01062025_0116_ (24).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978685,MBAY_01062025_0116_ (25).JPG,Confirmed,10,0,0,0,0,0,20,10,70
4978686,MBAY_01062025_0116_ (26).JPG,Confirmed,10,0,0,10,0,0,0,0,90
4978662,MBAY_01062025_0116_ (2).JPG,Confirmed,10,20,0,0,0,0,20,0,60
4978663,MBAY_01062025_0116_ (3).JPG,Confirmed,10,0,0,0,0,0,0,30,70
4978664,MBAY_01062025_0116_ (4).JPG,Confirmed,10,0,0,0,0,0,10,20,70
4978665,MBAY_01062025_0116_ (5).JPG,Confirmed,10,0,0,10,0,0,0,10,80
4978666,MBAY_01062025_0116_ (6).JPG,Confirmed,10,0,0,0,0,0,0,20,80
4978667,MBAY_01062025_0116_ (7).JPG,Confirmed,10,0,0,0,0,0,20,0,80
4978668,MBAY_01062025_0116_ (8).JPG,Confirmed,10,0,0,0,0,0,10,20,70
4978669,MBAY_01062025_0116_ (9).JPG,Confirmed,10,0,0,0,0,0,10,0,90
4978696,MBAY_01062025_0234_ (10).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978697,MBAY_01062025_0234_ (11).JPG,Confirmed,10,10,0,0,0,0,0,0,90
4978698,MBAY_01062025_0234_ (12).JPG,Confirmed,10,0,10,0,0,0,10,40,40
4978699,MBAY_01062025_0234_ (13).JPG,Confirmed,10,0,10,10,0,0,0,10,70
4978700,MBAY_01062025_0234_ (14).JPG,Confirmed,10,0,0,0,0,0,0,20,80
4978701,MBAY_01062025_0234_ (15).JPG,Confirmed,10,0,0,0,0,0,0,10,90
4978702,MBAY_01062025_0234_ (16).JPG,Confirmed,10,0,0,0,0,0,0,20,80
4978703,MBAY_01062025_0234_ (17).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978704,MBAY_01062025_0234_ (18).JPG,Confirmed,10,0,0,20,0,0,0,0,80
4978705,MBAY_01062025_0234_ (19).JPG,Confirmed,10,0,10,0,0,0,0,20,70
4978687,MBAY_01062025_0234_ (1).JPG,Confirmed,10,0,0,0,0,0,0,30,70
4978706,MBAY_01062025_0234_ (20).JPG,Confirmed,10,0,0,0,0,0,0,20,80
4978707,MBAY_01062025_0234_ (21).JPG,Confirmed,10,0,0,0,0,0,0,30,70
4978708,MBAY_01062025_0234_ (22).JPG,Confirmed,10,0,0,0,0,0,0,10,90
4978709,MBAY_01062025_0234_ (23).JPG,Confirmed,10,0,0,0,0,0,0,20,80
4978710,MBAY_01062025_0234_ (24).JPG,Confirmed,10,0,0,0,0,0,10,0,90
4978711,MBAY_01062025_0234_ (25).JPG,Confirmed,10,0,10,0,0,0,0,10,80
4978712,MBAY_01062025_0234_ (26).JPG,Confirmed,10,0,0,0,0,0,0,20,80
4978688,MBAY_01062025_0234_ (2).JPG,Confirmed,10,0,0,0,0,0,10,20,70
4978689,MBAY_01062025_0234_ (3).JPG,Confirmed,10,0,0,10,0,0,10,30,50
4978690,MBAY_01062025_0234_ (4).JPG,Confirmed,10,0,0,10,0,0,10,20,60
4978691,MBAY_01062025_0234_ (5).JPG,Confirmed,10,0,0,30,0,10,20,0,40
4978692,MBAY_01062025_0234_ (6).JPG,Confirmed,10,0,0,30,0,0,20,10,40
4978693,MBAY_01062025_0234_ (7).JPG,Confirmed,10,0,10,0,0,0,0,40,50
4978694,MBAY_01062025_0234_ (8).JPG,Confirmed,10,0,0,10,0,0,0,20,70
4978695,MBAY_01062025_0234_ (9).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978722,MBAY_01062025_0285_ (10).JPG,Confirmed,10,0,0,0,0,0,10,20,70
4978723,MBAY_01062025_0285_ (11).JPG,Confirmed,10,0,0,0,0,0,30,10,60
4978724,MBAY_01062025_0285_ (12).JPG,Confirmed,10,0,0,0,0,0,40,20,40
4978725,MBAY_01062025_0285_ (13).JPG,Confirmed,10,0,0,0,0,0,10,20,70
4978726,MBAY_01062025_0285_ (14).JPG,Confirmed,10,0,0,0,0,0,0,30,70
4978727,MBAY_01062025_0285_ (15).JPG,Confirmed,10,0,0,0,0,0,20,20,60
4978728,MBAY_01062025_0285_ (16).JPG,Confirmed,10,0,0,0,0,10,10,20,60
4978729,MBAY_01062025_0285_ (17).JPG,Confirmed,10,0,0,0,0,0,20,70,10
4978730,MBAY_01062025_0285_ (18).JPG,Confirmed,10,0,0,0,0,0,50,30,20
4978731,MBAY_01062025_0285_ (19).JPG,Confirmed,10,0,0,0,0,0,10,50,40
4978713,MBAY_01062025_0285_ (1).JPG,Confirmed,10,0,0,0,0,0,0,60,40
4978732,MBAY_01062025_0285_ (20).JPG,Confirmed,10,0,0,0,0,0,30,30,40
4978733,MBAY_01062025_0285_ (21).JPG,Confirmed,10,0,60,0,0,0,0,30,10
4978734,MBAY_01062025_0285_ (22).JPG,Confirmed,10,0,0,0,0,0,10,0,90
4978735,MBAY_01062025_0285_ (23).JPG,Confirmed,10,10,0,0,0,0,40,20,30
4978736,MBAY_01062025_0285_ (24).JPG,Confirmed,10,0,10,0,0,0,40,0,50
4978737,MBAY_01062025_0285_ (25).JPG,Confirmed,10,0,0,0,0,0,10,20,70
4978738,MBAY_01062025_0285_ (26).JPG,Confirmed,10,0,0,0,0,0,0,30,70
4978714,MBAY_01062025_0285_ (2).JPG,Confirmed,10,0,0,0,0,0,0,30,70
4978715,MBAY_01062025_0285_ (3).JPG,Confirmed,10,0,0,0,0,0,30,30,40
4978716,MBAY_01062025_0285_ (4).JPG,Confirmed,10,0,0,0,0,0,0,30,70
4978717,MBAY_01062025_0285_ (5).JPG,Confirmed,10,0,0,0,0,10,10,20,60
4978718,MBAY_01062025_0285_ (6).JPG,Confirmed,10,0,0,0,0,0,10,10,80
4978719,MBAY_01062025_0285_ (7).JPG,Confirmed,10,0,0,0,0,0,30,20,50
4978720,MBAY_01062025_0285_ (8).JPG,Confirmed,10,0,0,0,0,0,30,0,70
4978721,MBAY_01062025_0285_ (9).JPG,Confirmed,10,0,0,0,0,0,10,60,30
4978204,MBAY_01082025_0011_(10).JPG,Confirmed,10,0,0,30,0,0,0,30,40
4978205,MBAY_01082025_0011_(11).JPG,Confirmed,10,0,0,50,0,0,0,10,40
4978206,MBAY_01082025_0011_(12).JPG,Confirmed,10,0,0,20,0,0,10,40,30
4978207,MBAY_01082025_0011_(13).JPG,Confirmed,10,0,0,20,0,0,0,20,60
4978208,MBAY_01082025_0011_(14).JPG,Confirmed,10,0,0,0,0,0,10,0,90
4978209,MBAY_01082025_0011_(15).JPG,Confirmed,10,0,0,40,0,0,0,10,50
4978210,MBAY_01082025_0011_(16).JPG,Confirmed,10,0,0,10,0,0,0,50,40
4978211,MBAY_01082025_0011_(17).JPG,Confirmed,10,0,0,80,0,0,0,10,10
4978212,MBAY_01082025_0011_(18).JPG,Confirmed,10,10,0,30,0,0,0,20,40
4978213,MBAY_01082025_0011_(19).JPG,Confirmed,10,0,0,30,0,0,10,10,50
4978195,MBAY_01082025_0011_(1).JPG,Confirmed,10,0,0,40,0,0,10,40,10
4978214,MBAY_01082025_0011_(20).JPG,Confirmed,10,10,0,10,0,0,10,0,70
4978215,MBAY_01082025_0011_(21).JPG,Confirmed,10,0,0,60,0,0,40,0,0
4978216,MBAY_01082025_0011_(22).JPG,Confirmed,10,0,0,0,0,0,30,20,50
4978217,MBAY_01082025_0011_(23).JPG,Confirmed,10,0,0,70,0,0,0,0,30
4978218,MBAY_01082025_0011_(24).JPG,Confirmed,10,0,0,20,0,0,30,30,20
4978219,MBAY_01082025_0011_(25).JPG,Confirmed,10,0,0,60,0,0,0,30,10
4978220,MBAY_01082025_0011_(26).JPG,Confirmed,10,10,0,0,0,0,0,10,80
4978196,MBAY_01082025_0011_(2).JPG,Confirmed,10,0,0,40,0,0,0,0,60
4978197,MBAY_01082025_0011_(3).JPG,Confirmed,10,0,0,20,0,0,10,10,60
4978198,MBAY_01082025_0011_(4).JPG,Confirmed,10,0,0,20,0,0,0,0,80
4978199,MBAY_01082025_0011_(5).JPG,Confirmed,10,0,0,20,0,10,0,0,70
4978200,MBAY_01082025_0011_(6).JPG,Confirmed,10,0,0,20,0,0,0,0,80
4978201,MBAY_01082025_0011_(7).JPG,Confirmed,10,10,0,10,0,0,20,30,30
4978202,MBAY_01082025_0011_(8).JPG,Confirmed,10,10,0,20,0,0,0,20,50
4978203,MBAY_01082025_0011_(9).JPG,Confirmed,10,0,0,30,0,0,10,30,30
4978441,MBAY_01082025_0015_ (10).JPG,Confirmed,10,0,0,10,0,0,0,0,90
4978443,MBAY_01082025_0015_ (11).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978445,MBAY_01082025_0015_ (12).JPG,Confirmed,10,0,0,0,0,0,10,0,90
4978446,MBAY_01082025_0015_ (13).JPG,Confirmed,10,0,0,0,0,0,10,0,90
4978447,MBAY_01082025_0015_ (14).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978449,MBAY_01082025_0015_ (15).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978450,MBAY_01082025_0015_ (16).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978451,MBAY_01082025_0015_ (17).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978452,MBAY_01082025_0015_ (18).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978454,MBAY_01082025_0015_ (19).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978430,MBAY_01082025_0015_ (1).JPG,Confirmed,10,0,0,50,0,0,0,0,50
4978455,MBAY_01082025_0015_ (20).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978456,MBAY_01082025_0015_ (21).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978458,MBAY_01082025_0015_ (22).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978459,MBAY_01082025_0015_ (23).JPG,Confirmed,10,0,0,50,0,0,0,0,50
4978460,MBAY_01082025_0015_ (24).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978461,MBAY_01082025_0015_ (25).JPG,Confirmed,10,0,0,10,0,0,10,0,80
4978463,MBAY_01082025_0015_ (26).JPG,Confirmed,10,20,0,0,0,0,0,0,80
4978431,MBAY_01082025_0015_ (2).JPG,Confirmed,10,0,0,20,0,0,0,0,80
4978433,MBAY_01082025_0015_ (3).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978434,MBAY_01082025_0015_ (4).JPG,Confirmed,10,0,0,10,0,0,0,0,90
4978435,MBAY_01082025_0015_ (5).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978436,MBAY_01082025_0015_ (6).JPG,Confirmed,10,0,0,10,0,0,0,0,90
4978438,MBAY_01082025_0015_ (7).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978439,MBAY_01082025_0015_ (8).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978440,MBAY_01082025_0015_ (9).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978237,MBAY_01082025_0213_ (10).JPG,Confirmed,10,0,0,0,0,0,0,20,80
4978238,MBAY_01082025_0213_ (11).JPG,Confirmed,10,0,0,10,0,0,20,0,70
4978239,MBAY_01082025_0213_ (12).JPG,Confirmed,10,0,0,80,0,0,0,10,10
4978240,MBAY_01082025_0213_ (13).JPG,Confirmed,10,0,0,30,0,0,0,10,60
4978241,MBAY_01082025_0213_ (14).JPG,Confirmed,10,0,0,60,0,0,0,0,40
4978243,MBAY_01082025_0213_ (15).JPG,Confirmed,10,0,0,30,0,0,0,10,60
4978244,MBAY_01082025_0213_ (16).JPG,Confirmed,10,0,10,50,0,0,0,0,40
4978245,MBAY_01082025_0213_ (17).JPG,Confirmed,10,0,0,20,0,0,0,0,80
4978246,MBAY_01082025_0213_ (18).JPG,Confirmed,10,0,0,50,0,0,0,0,50
4978248,MBAY_01082025_0213_ (19).JPG,Confirmed,10,0,0,70,0,0,0,20,10
4978225,MBAY_01082025_0213_ (1).JPG,Confirmed,10,0,0,50,0,0,10,40,0
4978249,MBAY_01082025_0213_ (20).JPG,Confirmed,10,0,0,50,0,0,0,0,50
4978250,MBAY_01082025_0213_ (21).JPG,Confirmed,10,0,0,60,0,0,0,20,20
4978252,MBAY_01082025_0213_ (22).JPG,Confirmed,10,0,0,80,0,0,0,0,20
4978253,MBAY_01082025_0213_ (23).JPG,Confirmed,10,0,0,70,0,0,0,20,10
4978254,MBAY_01082025_0213_ (24).JPG,Confirmed,10,0,0,70,0,0,0,0,30
4978256,MBAY_01082025_0213_ (25).JPG,Confirmed,10,0,0,80,0,0,0,20,0
4978257,MBAY_01082025_0213_ (26).JPG,Confirmed,10,0,0,60,0,0,0,10,30
4978226,MBAY_01082025_0213_ (2).JPG,Confirmed,10,0,0,70,0,0,0,20,10
4978227,MBAY_01082025_0213_ (3).JPG,Confirmed,10,0,0,80,0,0,0,20,0
4978229,MBAY_01082025_0213_ (4).JPG,Confirmed,10,0,0,90,0,0,0,0,10
4978230,MBAY_01082025_0213_ (5).JPG,Confirmed,10,0,0,70,0,0,0,20,10
4978231,MBAY_01082025_0213_ (6).JPG,Confirmed,10,0,0,90,0,0,10,0,0
4978233,MBAY_01082025_0213_ (7).JPG,Confirmed,10,0,0,80,0,0,0,0,20
4978234,MBAY_01082025_0213_ (8).JPG,Confirmed,10,0,0,20,0,0,0,0,80
4978235,MBAY_01082025_0213_ (9).JPG,Confirmed,10,0,0,20,0,0,0,0,80
4978412,MBAY_01082025_0241_ (10).JPG,Confirmed,10,0,0,10,0,0,10,0,80
4978413,MBAY_01082025_0241_ (11).JPG,Confirmed,10,0,10,20,0,0,0,10,60
4978414,MBAY_01082025_0241_ (12).JPG,Confirmed,10,10,0,0,0,0,0,0,90
4978415,MBAY_01082025_0241_ (13).JPG,Confirmed,10,0,0,10,0,0,0,0,90
4978416,MBAY_01082025_0241_ (14).JPG,Confirmed,10,0,0,10,0,0,0,0,90
4978417,MBAY_01082025_0241_ (15).JPG,Confirmed,10,0,0,10,0,0,0,0,90
4978418,MBAY_01082025_0241_ (16).JPG,Confirmed,10,0,0,10,0,0,0,0,90
4978419,MBAY_01082025_0241_ (17).JPG,Confirmed,10,0,0,30,0,0,0,10,60
4978420,MBAY_01082025_0241_ (18).JPG,Confirmed,10,0,0,0,0,10,0,0,90
4978421,MBAY_01082025_0241_ (19).JPG,Confirmed,10,10,0,0,0,0,0,0,90
4978401,MBAY_01082025_0241_ (1).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978422,MBAY_01082025_0241_ (20).JPG,Confirmed,10,0,0,10,0,0,0,0,90
4978423,MBAY_01082025_0241_ (21).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978424,MBAY_01082025_0241_ (22).JPG,Confirmed,10,0,0,20,0,0,10,0,70
4978425,MBAY_01082025_0241_ (23).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978426,MBAY_01082025_0241_ (24).JPG,Confirmed,10,10,0,0,0,0,10,0,80
4978427,MBAY_01082025_0241_ (25).JPG,Confirmed,10,0,0,30,0,0,0,0,70
4978428,MBAY_01082025_0241_ (26).JPG,Confirmed,10,0,0,0,0,0,0,0,100
4978402,MBAY_01082025_0241_ (2).JPG,Confirmed,10,0,0,40,0,0,0,0,60
4978403,MBAY_01082025_0241_ (3).JPG,Confirmed,10,0,0,20,0,0,10,0,70
4978405,MBAY_01082025_0241_ (4).JPG,Confirmed,10,0,0,40,0,0,0,0,60
4978406,MBAY_01082025_0241_ (5).JPG,Confirmed,10,0,0,20,0,0,10,0,70
4978408,MBAY_01082025_0241_ (6).JPG,Confirmed,10,0,0,30,0,0,0,0,70
4978409,MBAY_01082025_0241_ (7).JPG,Confirmed,10,0,0,40,0,0,0,0,60
4978410,MBAY_01082025_0241_ (8).JPG,Confirmed,10,0,0,10,0,0,0,0,90
4978411,MBAY_01082025_0241_ (9).JPG,Confirmed,10,0,0,10,0,0,0,0,90
5007730,MBAY_01222025_0110_ (10).JPG,Confirmed,10,0,0,10,0,0,0,0,90
5007734,MBAY_01222025_0110_ (11).JPG,Confirmed,10,10,0,20,0,0,0,0,70
5007739,MBAY_01222025_0110_ (12).JPG,Confirmed,10,0,0,50,0,0,10,10,30
